"Var1"	"Freq"
"2054"	"Parkinsons disease	Disease	MESH:D010300
29022898	267	269	PD	Disease	MESH:D010300
29021860	0	15	Atriofascicular	Disease	
29021860	28	43	Ebstein anomaly	Disease	MESH:D004437
29021860	103	125	atriofascicular Mahaim	Disease	MESH:D058606
29021860	127	130	AFM	Disease	MESH:D058606
29021860	157	174	Ebsteins anomaly"	1
"2055"	"Parkinsons disease	Disease	MESH:D010300
29024008	352	354	PD	Disease	MESH:D010300
29024008	588	590	PD	Disease	MESH:D010300
29024008	840	852	parkinsonism	Disease	MESH:D010302
29024008	1357	1359	PD	Disease	MESH:D010300
29024008	1437	1439	PD	Disease	MESH:D010300
29024008	1698	1700	PD	Disease	MESH:D010300
29023112	253	272	Parkinsons disease"	1
"2056"	"Parkinsons disease	Disease	MESH:D010300
29029963	119	138	Parkinsons disease"	1
"2057"	"Parkinsons disease	Disease	MESH:D010300
29029963	913	915	PD	Disease	MESH:D010300
29029963	1031	1033	PD	Disease	MESH:D010300
29029963	1056	1058	PD	Disease	MESH:D010300
29029963	1361	1363	PD	Disease	MESH:D010300
29029963	1473	1475	PD	Disease	MESH:D010300
29029571	88	105	Parkinson disease	Disease	MESH:D010300
29029571	364	381	Parkinson disease	Disease	MESH:D010300
29029571	383	385	PD	Disease	MESH:D010300
29029571	594	596	PD	Disease	MESH:D010300
29029571	605	613	dementia	Disease	MESH:D003704
29029571	1040	1059	depressive symptoms	Disease	MESH:D000275
29029571	1530	1549	depressive symptoms	Disease	MESH:D000275
29029571	1731	1745	memory decline	Disease	MESH:D003072
29029571	1764	1766	PD	Disease	MESH:D010300
29029571	1800	1810	depression	Disease	MESH:D000275
29029243	65	74	Parkinson	Disease	MESH:D010302
29028874	49	68	Parkinsons Disease"	1
"2058"	"Parkinsons disease	Disease	MESH:D010300
29031072	141	143	PD	Disease	MESH:D010300
29031072	157	215	chronic degenerative disease of the central nervous system	Disease	MESH:D019636
29031072	330	350	mitochondrial injury	Disease	MESH:D028361
29031072	471	473	PD	Disease	MESH:D010300
29031072	645	647	PD	Disease	MESH:D010300
29031072	1052	1054	PD	Disease	MESH:D010300
29031072	1250	1252	PD	Disease	MESH:D010300
29031072	1439	1441	PD	Disease	MESH:D010300
29031072	1502	1504	PD	Disease	MESH:D010300
29031072	1668	1670	PD	Disease	MESH:D010300
29031072	1784	1786	PD	Disease	MESH:D010300
29030452	51	68	Parkinson disease	Disease	MESH:D010300
29030452	179	196	Parkinson disease	Disease	MESH:D010300
29030452	198	200	PD	Disease	MESH:D010300
29030452	312	314	PD	Disease	MESH:D010300
29030452	540	542	PD	Disease	MESH:D010300
29030452	595	604	Parkinson	Disease	MESH:D010302
29030452	683	685	PD	Disease	MESH:D010300
29030452	956	958	PD	Disease	MESH:D010300
29030452	1074	1076	PD	Disease	MESH:D010300
29030452	1143	1145	PD	Disease	MESH:D010300
29030452	1249	1251	PD	Disease	MESH:D010300
29030452	1369	1388	Parkinsons Disease"	1
"2059"	"Parkinsons Disease	Disease	MESH:D010300
29031781	1563	1581	daytime sleepiness	Disease	MESH:D012893
29031781	1607	1609	PD	Disease	MESH:D010300
29031219	95	114	Parkinsons disease"	1
"2060"	"Parkinsons disease	Disease	MESH:D010300
29031781	195	214	Parkinsons disease"	1
"2061"	"Parkinsons Disease	Disease	MESH:D010300
29031781	483	502	Parkinsons Disease"	1
"2062"	"Parkinsons disease	Disease	MESH:D010300
29035751	163	165	PD	Disease	MESH:D010300
29035751	518	520	PD	Disease	MESH:D010300
29035751	621	623	PD	Disease	MESH:D010300
29035751	665	667	PD	Disease	MESH:D010300
29035751	1935	1937	PD	Disease	MESH:D010300
29035118	26	52	Neurodegenerative Diseases	Disease	MESH:D019636
29035118	159	180	neurological diseases	Disease	MESH:D020271
29035118	320	346	neurodegenerative diseases	Disease	MESH:D019636
29035118	361	380	Parkinsons disease"	1
"2063"	"Parkinsons Disease	Disease	MESH:D010300
29036837	375	394	Parkinsons disease"	1
"2064"	"Parkinsons disease	Disease	MESH:D010300
29037791	426	447	parkinsonian behavior	Disease	MESH:D020734
29037791	475	488	hemiparkinson	Disease	
29037791	682	694	parkinsonian	Disease	MESH:D020734
29037791	877	890	hemiparkinson	Disease	
29037791	969	981	parkinsonian	Disease	MESH:D020734
29037791	1145	1157	parkinsonian	Disease	MESH:D020734
29037791	1663	1676	hemiparkinson	Disease	
29037787	25	36	Spinal Pain	Disease	MESH:D010146
29037787	230	241	spinal pain	Disease	MESH:D010146
29037787	301	312	spinal pain	Disease	MESH:D010146
29037787	460	471	spinal pain	Disease	MESH:D010146
29037787	497	506	neck pain	Disease	MESH:D019547
29037787	508	523	upper back pain	Disease	MESH:D001416
29037787	525	538	mid-back pain	Disease	MESH:D001416
29037787	553	562	back pain	Disease	MESH:D001416
29037787	695	706	spinal pain	Disease	MESH:D010146
29037787	811	822	spinal pain	Disease	MESH:D010146
29037787	835	846	spinal pain	Disease	MESH:D010146
29037787	933	944	spinal pain	Disease	MESH:D010146
29037787	1148	1159	spinal pain	Disease	MESH:D010146
29037787	1209	1216	obesity	Disease	MESH:D009765
29037787	1292	1300	diabetes	Disease	MESH:D003920
29037787	1447	1458	spinal pain	Disease	MESH:D010146
29037787	1555	1566	spinal pain	Disease	MESH:D010146
29037787	1592	1603	spinal pain	Disease	MESH:D010146
29037787	1624	1635	spinal pain	Disease	MESH:D010146
29037787	1810	1821	Spinal pain	Disease	MESH:D010146
29037787	1948	1956	Diabetes	Disease	MESH:D003920
29037787	1958	1980	cardiovascular disease	Disease	MESH:D002318
29037787	1982	1999	pulmonary disease	Disease	MESH:D008171
29037787	2005	2012	obesity	Disease	MESH:D009765
29037787	2048	2059	spinal pain	Disease	MESH:D010146
29037787	2110	2121	spinal pain	Disease	MESH:D010146
29037500	48	55	fatigue	Disease	MESH:D005221
29037500	74	91	Parkinson disease	Disease	MESH:D010300
29037500	116	123	Fatigue	Disease	MESH:D005221
29037500	186	205	Parkinsons disease"	1
"2065"	"Parkinsons disease	Disease	MESH:D010300
29044096	192	194	PD	Disease	MESH:D010300
29044096	830	832	PD	Disease	MESH:D010300
29043907	75	94	Parkinsons disease"	1
"2066"	"Parkinsons disease	Disease	MESH:D010300
29050400	1518	1526	diabetes	Disease	MESH:D003920
29050400	1980	1999	Parkinsons disease"	1
"2067"	"Parkinsons disease	Disease	MESH:D010300
29050400	336	348	parkinsonism	Disease	MESH:D010302
29050400	568	593	mitochondrial dysfunction	Disease	MESH:D028361
29050400	786	805	Parkinsons disease"	1
"2068"	"Parkinsons disease	Disease	MESH:D010300
29052536	201	220	Parkinsons disease"	1
"2069"	"Parkinsons disease	Disease	MESH:D010300
29056362	388	396	dementia	Disease	MESH:D003704
29056362	422	448	disturb cognitive function	Disease	MESH:D003072
29056362	496	515	Parkinsons disease"	1
"2070"	"Parkinsons disease	Disease	MESH:D010300
29057912	134	136	PD	Disease	MESH:D010300
29057912	155	181	neurodegenerative disorder	Disease	MESH:D019636
29057912	757	759	PD	Disease	MESH:D010300
29057912	790	792	PD	Disease	MESH:D010300
29057912	932	934	PD	Disease	MESH:D010300
29057912	1103	1105	PD	Disease	MESH:D010300
29057912	1282	1284	PD	Disease	MESH:D010300
29057912	1458	1460	PD	Disease	MESH:D010300
29057715	54	73	Parkinsons disease"	1
"2071"	"Parkinsons disease	Disease	MESH:D010300
29060496	231	240	inability	Disease	MESH:D007319
29060390	89	106	Parkinson disease	Disease	MESH:D010300
29060390	212	231	Parkinsons disease"	1
"2072"	"Parkinsons disease	Disease	MESH:D010300
29060540	183	202	Parkinsons disease"	1
"2073"	"Parkinsons disease	Disease	MESH:D010300
29060541	115	138	Gait initiation Failure	Disease	MESH:C537423
29060541	140	143	GIF	Disease	MESH:C537423
29060541	185	204	Parkinsons disease"	1
"2074"	"Parkinsons disease	Disease	MESH:D010300
29063467	166	168	PD	Disease	MESH:D010300
29063467	596	598	PD	Disease	MESH:D010300
29063467	653	655	PD	Disease	MESH:D010300
29063467	746	748	PD	Disease	MESH:D010300
29063467	1352	1371	visual dysfunctions	Disease	MESH:D014786
29063467	1375	1377	PD	Disease	MESH:D010300
29063366	694	703	Parkinson	Disease	MESH:D010302
29063366	902	911	Parkinson	Disease	MESH:D010302
29063289	277	289	Parkinsonian	Disease	MESH:D020734
29063289	473	492	Parkinsons disease"	1
"2075"	"Parkinsons disease	Disease	MESH:D010300
29063713	404	421	cognitive decline	Disease	MESH:D003072
29063713	501	510	Parkinson	Disease	MESH:D010302
29063713	813	821	hyposmia	Disease	MESH:D000857
29063713	826	843	cognitive decline	Disease	MESH:D003072
29063713	1306	1314	Hyposmia	Disease	MESH:D000857
29063713	1424	1432	hyposmia	Disease	MESH:D000857
29063713	1468	1485	cognitive decline	Disease	MESH:D003072
29063713	1741	1772	Parkinson and Movement Disorder	Disease	MESH:D010302
29063605	42	62	postural dysfunction	Disease	MESH:D013575
29063605	66	85	Parkinsons disease"	1
"2076"	"Parkinsons disease	Disease	MESH:D010300
29064068	206	208	PD	Disease	MESH:D010300
29064068	214	222	dementia	Disease	MESH:D003704
29064068	263	276	neurotoxicity	Disease	MESH:D020258
29064068	1340	1342	PD	Disease	MESH:D010300
29063713	38	57	Parkinsons disease"	1
"2077"	"Parkinsons disease	Disease	MESH:D010300
29064079	94	96	PD	Disease	MESH:D010300
29064079	103	138	neurodegenerative movement disorder	Disease	MESH:D019636
29064079	370	388	glucocerebrosidase	Disease	MESH:D005776
29064079	390	395	GCase	Disease	MESH:D005776
29064079	418	435	Gauchers disease"	1
"2078"	"Parkinsons disease	Disease	MESH:D010300
29075830	228	238	dyskinesia	Disease	MESH:D004409
29075830	248	267	Parkinsons disease"	1
"2079"	"Parkinsons disease	Disease	MESH:D010300
29078029	213	215	PD	Disease	MESH:D010300
29078029	398	400	PD	Disease	MESH:D010300
29078029	450	462	constipation	Disease	MESH:D003248
29078029	612	614	PD	Disease	MESH:D010300
29078029	640	652	constipation	Disease	MESH:D003248
29078029	697	699	PD	Disease	MESH:D010300
29078029	853	855	PD	Disease	MESH:D010300
29078029	886	895	Parkinson	Disease	MESH:D010302
29078029	973	985	constipation	Disease	MESH:D003248
29078029	1014	1026	constipation	Disease	MESH:D003248
29078029	1143	1155	Constipation	Disease	MESH:D003248
29078029	1236	1255	Parkinsons Disease"	1
"2080"	"Parkinsons disease	Disease	MESH:D010300
29079356	901	906	death	Disease	MESH:D003643
29079356	1625	1634	DeltaPsim	Disease	
29079356	2205	2210	death	Disease	MESH:D003643
29079356	2524	2532	toxicity	Disease	MESH:D064420
29079356	2659	2668	DeltaPsim	Disease	
29079122	22	52	Paralysis in Parkinson Disease	Disease	MESH:D010243
29079122	189	198	paralysis	Disease	MESH:D010243
29079122	217	234	Parkinson disease	Disease	MESH:D010300
29079122	236	238	PD	Disease	MESH:D010300
29079122	391	400	paralysis	Disease	MESH:D010243
29079122	561	563	PD	Disease	MESH:D010300
29079122	579	588	paralysis	Disease	MESH:D010243
29079122	634	643	paralysis	Disease	MESH:D010243
29079122	708	727	shortness of breath	Disease	MESH:D004417
29079122	812	814	PD	Disease	MESH:D010300
29079122	831	840	dysphonia	Disease	MESH:D055154
29079122	876	885	paralysis	Disease	MESH:D010243
29079122	971	980	paralyzed	Disease	MESH:D010243
29079122	1020	1022	PD	Disease	MESH:D010300
29079122	1062	1071	paralysis	Disease	MESH:D010243
29079063	118	137	Parkinsons Disease"	1
"2081"	"Parkinsons disease	Disease	MESH:D010300
29079421	158	177	Parkinsons disease"	1
"2082"	"Parkinsons disease	Disease	MESH:D010300
29089976	1254	1273	Parkinsons disease"	1
"2083"	"Parkinsons disease	Disease	MESH:D010300
29097256	37	58	motivational deficits	Disease	MESH:D009461
29097256	62	81	Parkinsons disease"	1
"2084"	"Parkinsons disease	Disease	MESH:D010300
29098450	189	208	Parkinsons disease"	1
"2085"	"Parkinsons disease	Disease	MESH:D010300
29111022	230	249	Parkinsons disease"	1
"2086"	"Parkinsons disease	Disease	MESH:D010300
29111028	222	224	PD	Disease	MESH:D010300
29111028	495	514	Alzheimers disease"	1
"2087"	"Parkinsons disease	Disease	MESH:D010300
30554085	145	147	PD	Disease	MESH:D010300
30554085	270	284	neuronal death	Disease	MESH:D009410
30554085	409	411	PD	Disease	MESH:D010300
30554085	436	438	PD	Disease	MESH:D010300
30554085	678	680	PD	Disease	MESH:D010300
30554085	987	989	PD	Disease	MESH:D010300
30554085	1378	1380	PD	Disease	MESH:D010300
30553992	44	63	Parkinsons disease"	1
"2088"	"Parkinsons disease	Disease	MESH:D010300
30554956	152	173	neurological disorder	Disease	MESH:D009422
30554956	459	461	PD	Disease	MESH:D010300
30554160	38	57	Parkinsons disease"	1
"2089"	"Parkinsons disease	Disease	MESH:D010300
30557654	151	158	atrophy	Disease	MESH:D001284
30557654	170	205	sporadic neurodegenerative disorder	Disease	MESH:D019636
30557654	535	554	Parkinsons disease"	1
"2090"	"Parkinsons Disease	Disease	MESH:D010300
30562735	264	283	Parkinsons disease"	1
"2091"	"Parkinsons disease	Disease	MESH:D010300
30562907	231	250	Parkinsons disease"	1
"2092"	"Parkinsons Disease	Disease	MESH:D010300
30568628	186	205	Parkinsons disease"	1
"2093"	"Parkinsons disease	Disease	MESH:D010300
30572013	321	323	PD	Disease	MESH:D010300
30572013	422	435	neurotoxicity	Disease	MESH:D020258
30572013	633	635	AD	Disease	MESH:D000544
30572013	640	642	PD	Disease	MESH:D010300
30572013	759	761	PD	Disease	MESH:D010300
30572013	766	768	AD	Disease	MESH:D000544
30572013	1620	1622	AD	Disease	MESH:D000544
30572013	1800	1802	AD	Disease	MESH:D000544
30572013	1807	1809	PD	Disease	MESH:D010300
30572013	1929	1956	neurodegenerative disorders	Disease	MESH:D019636
30571986	55	81	neurodegenerative diseases	Disease	MESH:D019636
30571986	419	445	neurodegenerative diseases	Disease	MESH:D019636
30571986	447	452	NDGDs	Disease	MESH:D019636
30571986	600	605	NDGDs	Disease	MESH:D019636
30571986	718	723	NDGDs	Disease	MESH:D019636
30571986	799	804	NDGDs	Disease	MESH:D019636
30571986	815	834	Parkinsons disease"	1
"2094"	"Parkinsons disease	Disease	MESH:D010300
30572183	287	289	PD	Disease	MESH:D010300
30572183	346	348	PD	Disease	MESH:D010300
30572183	438	449	impulsivity	Disease	MESH:D007174
30572183	574	586	parkinsonism	Disease	MESH:D010302
30572183	888	899	impulsivity	Disease	MESH:D007174
30572183	1543	1555	compulsivity	Disease	MESH:D009771
30572183	1630	1632	PD	Disease	MESH:D010300
30572183	1638	1641	ICD	Disease	OMIM:252500
30572183	1684	1686	PD	Disease	MESH:D010300
30572183	1695	1706	impulsivity	Disease	MESH:D007174
30572116	0	24	Takotsubo cardiomyopathy	Disease	MESH:D054549
30572116	29	48	Parkinsons disease"	1
"2095"	"Parkinsons Disease	Disease	MESH:D010300
30572329	267	286	Parkinsons disease"	1
"2096"	"Parkinsons disease	Disease	MESH:D010300
30573413	196	215	Parkinsons disease"	1
"2097"	"Parkinsons disease	Disease	MESH:D010300
30576972	72	91	Parkinsons disease"	1
"2098"	"Parkinsons disease	Disease	MESH:D010300
30579705	238	257	Parkinsons disease"	1
"2099"	"Parkinsons disease	Disease	MESH:D010300
30579996	225	227	PD	Disease	MESH:D010300
30579996	421	423	PD	Disease	MESH:D010300
30579996	511	513	PD	Disease	MESH:D010300
30579996	561	563	PD	Disease	MESH:D010300
30579996	1251	1253	PD	Disease	MESH:D010300
30579996	1410	1412	PD	Disease	MESH:D010300
30579996	1643	1645	PD	Disease	MESH:D010300
30579996	1734	1736	PD	Disease	MESH:D010300
30579996	1844	1846	PD	Disease	MESH:D010300
30579996	2059	2068	PD saliva	Disease	MESH:D010300
30579996	2192	2194	PD	Disease	MESH:D010300
30579984	48	67	Parkinsons disease"	1
"2100"	"Parkinsons Disease	Disease	MESH:D010300
30584161	96	115	Parkinsons disease"	1
"2101"	"Parkinsons disease	Disease	MESH:D010300
30584163	73	75	PD	Disease	MESH:D010300
30584163	94	120	neurodegenerative disorder	Disease	MESH:D019636
30584163	145	167	distinct abnormalities	Disease	OMIM:616489
30584163	364	366	PD	Disease	MESH:D010300
30584162	36	55	Parkinsons Disease"	1
"2102"	"Parkinsons Disease	Disease	MESH:D010300
30584168	173	201	sporadic Parkinsons disease"	1
"2103"	"Parkinsons Disease	Disease	MESH:D010300
30584170	144	161	movement disorder	Disease	MESH:D009069
30584170	241	260	Parkinsons Disease"	1
"2104"	"Parkinsons disease	Disease	MESH:D010300
30589477	185	187	PD	Disease	MESH:D010300
30589477	206	232	neurodegenerative disorder	Disease	MESH:D019636
30589477	534	536	PD	Disease	MESH:D010300
30589477	555	567	bradykinesia	Disease	MESH:D018476
30589477	569	575	tremor	Disease	MESH:D014202
30589477	819	821	PD	Disease	MESH:D010300
30589477	1239	1241	PD	Disease	MESH:D010300
30589477	1626	1642	gait impairments	Disease	MESH:D020233
30589477	1705	1707	PD	Disease	MESH:D010300
30589467	58	86	familial brain calcification	Disease	MESH:C536275
30589467	175	231	autosomal-recessive primary familial brain calcification	Disease	MESH:C536275
30589467	331	359	familial brain calcification	Disease	MESH:C536275
30589467	505	533	familial brain calcification	Disease	MESH:C536275
30589467	1206	1234	familial brain calcification	Disease	MESH:C536275
30589467	1589	1607	movement disorders	Disease	MESH:D009069
30589467	1627	1644	cognitive decline	Disease	MESH:D003072
30589467	1667	1686	cerebellar symptoms	Disease	MESH:D051271
30589467	2004	2032	familial brain calcification	Disease	MESH:C536275
30589467	2118	2146	familial brain calcification	Disease	MESH:C536275
30589467	2169	2200	Parkinson and Movement Disorder	Disease	MESH:D010302
30588905	73	102	Parkinsons disease psychosis"	1
"2105"	"Parkinsons disease	Disease	MESH:D010300
30590010	107	109	PD	Disease	MESH:D010300
30590010	137	162	neurodegenerative disease	Disease	MESH:D019636
30590010	379	381	PD	Disease	MESH:D010300
30590010	771	773	PD	Disease	MESH:D010300
30590010	1016	1018	PD	Disease	MESH:D010300
30590010	1285	1287	PD	Disease	MESH:D010300
30589955	0	18	Glucocerebrosidase	Disease	MESH:D005776
30589955	90	108	Glucocerebrosidase	Disease	MESH:D005776
30589955	211	229	glucocerebrosidase	Disease	MESH:D005776
30589955	261	280	Parkinsons disease"	1
"2106"	"Parkinsons disease	Disease	MESH:D010300
30591714	134	136	PD	Disease	MESH:D010300
30591714	142	150	dementia	Disease	MESH:D003704
30591714	178	205	neurodegenerative disorders	Disease	MESH:D019636
30591714	332	340	toxicity	Disease	MESH:D064420
30591714	1035	1052	neurodegeneration	Disease	MESH:D019636
30591714	1497	1514	synucleinopathies	Disease	MESH:D000080874
30591348	18	26	dystonia	Disease	MESH:D004421
30591348	48	56	dystonia	Disease	MESH:D004421
30591348	121	147	dystonia of the upper limb	Disease	MESH:D038062
30591348	343	351	dystonia	Disease	MESH:D004421
30591215	163	173	neurotoxic	Disease	MESH:D020258
30591215	269	288	Parkinsons disease"	1
"2107"	"Parkinsons disease	Disease	MESH:D010300
30592441	101	120	Parkinsons disease"	1
"2108"	"Parkinsons disease	Disease	MESH:D010300
30592623	109	126	Parkinson disease	Disease	MESH:D010300
30592623	505	524	Parkinsons disease"	1
"2109"	"Parkinsons disease	Disease	MESH:D010300
30596091	127	129	PD	Disease	MESH:D010300
30596091	157	183	neurodegenerative disorder	Disease	MESH:D019636
30596091	263	288	mitochondrial dysfunction	Disease	MESH:D028361
30596091	290	309	protein dysfunction	Disease	MESH:D001796
30596091	311	323	inflammation	Disease	MESH:D007249
30596091	446	448	PD	Disease	MESH:D010300
30596091	578	618	attention-deficit/hyperactivity disorder	Disease	MESH:D001289
30596091	620	624	ADHD	Disease	MESH:D001289
30596091	645	672	neurodevelopmental disorder	Disease	MESH:D002658
30596091	710	723	hyperactivity	Disease	MESH:D006948
30596091	725	736	impulsivity	Disease	MESH:D007174
30596091	772	776	ADHD	Disease	MESH:D001289
30596091	1055	1059	ADHD	Disease	MESH:D001289
30596091	1258	1280	neurological disorders	Disease	MESH:D009422
30596091	1416	1438	neurological disorders	Disease	MESH:D009422
30595548	54	71	Parkinson Disease	Disease	MESH:D010300
30595548	133	150	Parkinson disease	Disease	MESH:D010300
30595548	152	154	PD	Disease	MESH:D010300
30595548	247	249	PD	Disease	MESH:D010300
30595548	342	344	PD	Disease	MESH:D010300
30595548	692	694	PD	Disease	MESH:D010300
30595548	1122	1124	PD	Disease	MESH:D010300
35111500	0	7	Fatigue	Disease	MESH:D005221
35111500	36	53	Parkinson Fatigue	Disease	MESH:D005221
35111500	78	97	Parkinsons disease"	1
